id,treat,code_pay,role,group,hidden_number,report1,report2,duplicate,id_play,ranking
1,10,p3session4data,3,4368069289,7,7,30,1,1,1
2,10,p3session4data,3,9670298472,9,20,20,1,5,1
3,10,p3session4data,3,9670298472,9,20,20,2,5,1
4,10,p3session4data,3,4368069289,7,7,30,2,1,1
5,10,p3session4data,3,4368069289,7,7,30,3,1,1
6,10,p3session4data,3,9670298472,9,20,20,3,5,1
